id,title,source,category,sourceUrl,url,finalUrl,status,contentType,result
pus-915c9f87-0768-4c95-bb6a-23c8c77c68c0,test new,pustakalaya-stories,Story,https://pustakalaya.org/documents/detail/915c9f87-0768-4c95-bb6a-23c8c77c68c0/,https://pustakalaya.org/media/uploads/documents/2018/07/02/_0de32832/django.pdf,https://pustakalaya.org/media/uploads/documents/2018/07/02/_0de32832/django.pdf,403,text/html,does_not_open
